X,Y
5.0,0.015625
5.015625,0.01171875
5.03125,0.0234375
5.046875,0.0234375
5.0625,0.1171875
5.078125,-0.35546875
5.09375,0.36328125
5.109375,-0.03125
5.125,-0.01953125
5.140625,0.00390625
5.15625,0.02734375
5.171875,0.05078125
5.1875,0.07421875
5.203125,0.078125
5.21875,0.0703125
5.234375,0.06640625
5.25,0.04296875
5.265625,0.015625
5.28125,0.0
5.296875,-0.0234375
5.3125,-0.0390625
5.328125,-0.03515625
5.34375,-0.0234375
5.359375,-0.01171875
5.375,0.0
5.390625,0.0234375
5.40625,0.04296875
5.421875,0.046875
5.4375,0.05078125
5.453125,0.04296875
5.46875,0.015625
5.484375,0.0
5.5,-0.0390625
5.515625,-0.0703125
5.53125,-0.09375
5.546875,-0.109375
5.5625,-0.1171875
5.578125,-0.109375
5.59375,-0.10546875
5.609375,-0.07421875
5.625,-0.04296875
5.640625,-0.01171875
5.65625,0.0234375
5.671875,0.0625
5.6875,0.09375
5.703125,0.12109375
5.71875,0.13671875
5.734375,0.13671875
5.75,0.125
5.765625,0.1015625
5.78125,0.06640625
5.796875,0.03125
5.8125,-0.0078125
5.828125,-0.0390625
5.84375,-0.078125
5.859375,-0.08984375
5.875,-0.109375
5.890625,-0.11328125
5.90625,-0.109375
5.921875,-0.08984375
5.9375,-0.0703125
5.953125,-0.0390625
5.96875,0.0
5.984375,0.03125
6.0,0.06640625
6.015625,0.10546875
6.03125,0.125
6.046875,0.16015625
6.0625,0.17578125
6.078125,0.1796875
6.09375,0.1640625
6.109375,0.15234375
6.125,0.11328125
6.140625,0.0703125
6.15625,0.015625
6.171875,-0.03125
6.1875,-0.08203125
6.203125,-0.12109375
6.21875,-0.15625
6.234375,-0.15234375
6.25,-0.14453125
6.265625,-0.12109375
6.28125,-0.08203125
6.296875,-0.0390625
6.3125,0.0
6.328125,0.03515625
6.34375,0.0859375
6.359375,0.10546875
6.375,0.13671875
6.390625,0.13671875
6.40625,0.140625
6.421875,0.1328125
6.4375,0.1171875
6.453125,0.078125
6.46875,0.04296875
6.484375,0.0078125
6.5,-0.02734375
6.515625,-0.06640625
6.53125,-0.09765625
6.546875,-0.12890625
6.5625,-0.1328125
6.578125,-0.13671875
6.59375,-0.12890625
6.609375,-0.1015625
6.625,-0.06640625
6.640625,-0.02734375
6.65625,0.02734375
6.671875,0.07421875
6.6875,0.1171875
6.703125,0.16015625
6.71875,0.1796875
6.734375,0.1796875
6.75,0.1640625
6.765625,0.1328125
6.78125,0.078125
6.796875,0.02734375
6.8125,-0.03125
6.828125,-0.08984375
6.84375,-0.14453125
6.859375,-0.1875
6.875,-0.20703125
6.890625,-0.2109375
6.90625,-0.1875
6.921875,-0.1484375
6.9375,-0.0859375
6.953125,-0.03125
6.96875,0.078125
6.984375,0.1640625
7.0,0.24609375
7.015625,0.3125
7.03125,0.3671875
7.046875,0.390625
7.0625,0.375
7.078125,0.33984375
7.09375,0.265625
7.109375,0.1484375
7.125,0.046875
7.140625,-0.09375
7.15625,-0.234375
7.171875,-0.359375
7.1875,-0.46875
7.203125,-0.55078125
7.21875,-0.59375
7.234375,-0.56640625
7.25,-0.484375
7.265625,-0.359375
7.28125,-0.1484375
7.296875,0.09375
7.3125,0.36328125
7.328125,0.625
7.34375,0.87109375
7.359375,1.078125
7.375,1.18359375
7.390625,1.20703125
7.40625,1.12109375
7.421875,0.93359375
7.4375,0.65234375
7.453125,0.3046875
7.46875,-0.0625
7.484375,-0.43359375
7.5,-0.73828125
7.515625,-0.984375
7.53125,-1.125
7.546875,-1.1640625
7.5625,-1.08984375
7.578125,-0.90234375
7.59375,-0.62890625
7.609375,-0.30078125
7.625,0.05078125
7.640625,0.37109375
7.65625,0.703125
7.671875,0.92578125
7.6875,1.05078125
7.703125,1.0859375
7.71875,1.00390625
7.734375,0.8515625
7.75,0.609375
7.765625,0.3359375
7.78125,0.02734375
7.796875,-0.24609375
7.8125,-0.5078125
7.828125,-0.7109375
7.84375,-0.84375
7.859375,-0.90234375
7.875,-0.8984375
7.890625,-0.81640625
7.90625,-0.67578125
7.921875,-0.484375
7.9375,-0.26953125
7.953125,-0.04296875
7.96875,0.1875
7.984375,0.38671875
8.0,0.56640625
8.015625,0.68359375
8.03125,0.7578125
8.046875,0.7578125
8.0625,0.71875
8.078125,0.625
8.09375,0.49609375
8.109375,0.3515625
8.125,0.1953125
8.140625,0.0625
8.15625,-0.05859375
8.171875,-0.13671875
8.1875,-0.18359375
8.203125,-0.203125
8.21875,-0.1953125
8.234375,-0.15625
8.25,-0.125
8.265625,-0.0703125
8.28125,-0.03125
8.296875,0.0
8.3125,0.01953125
8.328125,0.03515625
8.34375,0.02734375
8.359375,0.03125
8.375,0.0390625
8.390625,0.0390625
8.40625,0.046875
8.421875,0.0546875
8.4375,0.06640625
8.453125,0.07421875
8.46875,0.08203125
8.484375,0.08203125
8.5,0.07421875
8.515625,0.0703125
8.53125,0.0625
8.546875,0.046875
8.5625,0.04296875
8.578125,0.046875
8.59375,0.0546875
8.609375,0.0703125
8.625,0.09765625
8.640625,0.12109375
8.65625,0.15625
8.671875,0.17578125
8.6875,0.1953125
8.703125,0.203125
8.71875,0.203125
8.734375,0.19140625
8.75,0.1640625
8.765625,0.1328125
8.78125,0.09765625
8.796875,0.06640625
8.8125,0.01953125
8.828125,-0.00390625
8.84375,-0.0234375
8.859375,-0.0390625
8.875,-0.05078125
8.890625,-0.046875
8.90625,-0.04296875
8.921875,-0.03125
8.9375,-0.03125
8.953125,-0.0390625
8.96875,-0.03515625
8.984375,-0.046875
9.0,-0.0546875
9.015625,-0.078125
9.03125,-0.08203125
9.046875,-0.08984375
9.0625,-0.08984375
9.078125,-0.06640625
9.09375,-0.0390625
9.109375,-0.0078125
9.125,0.03125
9.140625,0.0703125
9.15625,0.1171875
9.171875,0.1640625
9.1875,0.19140625
9.203125,0.21484375
9.21875,0.2265625
9.234375,0.23046875
9.25,0.21875
9.265625,0.19921875
9.28125,0.171875
9.296875,0.140625
9.3125,0.10546875
9.328125,0.1015625
9.34375,0.0859375
9.359375,0.08203125
9.375,0.08984375
9.390625,0.09765625
9.40625,0.12890625
9.421875,0.13671875
9.4375,0.13671875
9.453125,0.14453125
9.46875,0.13671875
9.484375,0.125
9.5,0.09765625
9.515625,0.08203125
9.53125,0.0546875
9.546875,0.02734375
9.5625,0.00390625
9.578125,-0.01171875
9.59375,-0.03125
9.609375,-0.05078125
9.625,-0.0625
9.640625,-0.06640625
9.65625,-0.0703125
9.671875,-0.05859375
9.6875,-0.05078125
9.703125,-0.02734375
9.71875,-0.00390625
9.734375,0.03125
9.75,0.07421875
9.765625,0.109375
9.78125,0.14453125
9.796875,0.1796875
9.8125,0.19921875
9.828125,0.2109375
9.84375,0.203125
9.859375,0.1875
9.875,0.140625
9.890625,0.09765625
9.90625,0.0390625
9.921875,-0.015625
9.9375,-0.07421875
9.953125,-0.125
9.96875,-0.16015625
9.984375,-0.1796875
