X,Y,predicted_label
34.75,0.015625,Density 30%
34.765625,0.03125,Density 90%
34.78125,0.02734375,Density 50%
34.796875,0.03515625,Density 90%
34.8125,0.03125,Density 90%
34.828125,0.02734375,Density 50%
34.84375,0.02734375,Density 50%
34.859375,0.02734375,Density 50%
34.875,0.02734375,Density 50%
34.890625,0.03125,Density 90%
34.90625,0.03125,Density 90%
34.921875,0.03125,Density 90%
34.9375,0.02734375,Density 50%
34.953125,0.03125,Density 90%
34.96875,0.02734375,Density 50%
34.984375,0.03125,Density 90%
35.0,0.03125,Density 90%
35.015625,0.02734375,Density 50%
35.03125,0.0234375,Density 50%
35.046875,0.03125,Density 90%
35.0625,0.02734375,Density 50%
35.078125,0.0234375,Density 50%
35.09375,0.02734375,Density 50%
35.109375,0.02734375,Density 50%
35.125,0.02734375,Density 50%
35.140625,0.02734375,Density 50%
35.15625,0.03125,Density 90%
35.171875,0.02734375,Density 50%
35.1875,0.0234375,Density 50%
35.203125,0.03125,Density 90%
35.21875,0.03515625,Density 90%
35.234375,0.03125,Density 90%
35.25,0.03125,Density 90%
35.265625,0.02734375,Density 50%
35.28125,0.02734375,Density 50%
35.296875,0.02734375,Density 50%
35.3125,0.02734375,Density 50%
35.328125,0.03125,Density 90%
35.34375,0.0234375,Density 50%
35.359375,0.02734375,Density 50%
35.375,0.0234375,Density 50%
35.390625,0.03125,Density 90%
35.40625,0.02734375,Density 50%
35.421875,0.0234375,Density 50%
35.4375,0.03125,Density 90%
35.453125,0.02734375,Density 50%
35.46875,0.02734375,Density 50%
35.484375,0.0234375,Density 50%
35.5,0.02734375,Density 50%
35.515625,0.02734375,Density 50%
35.53125,0.0234375,Density 50%
35.546875,0.0234375,Density 50%
35.5625,0.02734375,Density 50%
35.578125,0.0234375,Density 50%
35.59375,0.03125,Density 90%
35.609375,0.01953125,Density 50%
35.625,0.02734375,Density 50%
35.640625,0.0234375,Density 50%
35.65625,0.0234375,Density 50%
35.671875,0.03125,Density 90%
35.6875,0.0234375,Density 50%
35.703125,0.0234375,Density 50%
35.71875,0.02734375,Density 50%
35.734375,0.0234375,Density 50%
35.75,0.01953125,Density 50%
35.765625,0.03125,Density 90%
35.78125,0.0234375,Density 50%
35.796875,0.0234375,Density 50%
35.8125,0.02734375,Density 50%
35.828125,0.02734375,Density 50%
35.84375,0.03125,Density 90%
35.859375,0.02734375,Density 50%
35.875,0.03125,Density 90%
35.890625,0.02734375,Density 50%
35.90625,0.02734375,Density 50%
35.921875,0.0234375,Density 50%
35.9375,0.02734375,Density 50%
35.953125,0.02734375,Density 50%
35.96875,0.03125,Density 90%
35.984375,0.03125,Density 90%
36.0,0.03125,Density 90%
36.015625,0.02734375,Density 50%
36.03125,0.02734375,Density 50%
36.046875,0.02734375,Density 50%
36.0625,0.02734375,Density 50%
36.078125,0.02734375,Density 50%
36.09375,0.0234375,Density 50%
36.109375,0.03125,Density 90%
36.125,0.02734375,Density 50%
36.140625,0.03125,Density 90%
36.15625,0.02734375,Density 50%
36.171875,0.03125,Density 90%
36.1875,0.03515625,Density 90%
36.203125,0.0234375,Density 50%
36.21875,0.03125,Density 90%
36.234375,0.02734375,Density 50%
36.25,0.02734375,Density 50%
36.265625,0.02734375,Density 50%
36.28125,0.0234375,Density 50%
36.296875,0.0234375,Density 50%
36.3125,0.01953125,Density 50%
36.328125,0.0234375,Density 50%
36.34375,0.0234375,Density 50%
36.359375,0.0234375,Density 50%
36.375,0.02734375,Density 50%
36.390625,0.03125,Density 90%
36.40625,0.02734375,Density 50%
36.421875,0.0234375,Density 50%
36.4375,0.02734375,Density 50%
36.453125,0.03125,Density 90%
36.46875,0.02734375,Density 50%
36.484375,0.03125,Density 90%
36.5,0.03125,Density 90%
36.515625,0.02734375,Density 50%
36.53125,0.03125,Density 90%
36.546875,0.0234375,Density 50%
36.5625,0.0234375,Density 50%
36.578125,0.02734375,Density 50%
36.59375,0.02734375,Density 50%
36.609375,0.0234375,Density 50%
36.625,0.0234375,Density 50%
36.640625,0.0234375,Density 50%
36.65625,0.02734375,Density 50%
36.671875,0.02734375,Density 50%
36.6875,0.0234375,Density 50%
36.703125,0.02734375,Density 50%
36.71875,0.01953125,Density 50%
36.734375,0.02734375,Density 50%
36.75,0.0234375,Density 50%
36.765625,0.02734375,Density 50%
36.78125,0.03125,Density 90%
36.796875,0.02734375,Density 50%
36.8125,0.03515625,Density 90%
36.828125,0.02734375,Density 50%
36.84375,0.03125,Density 90%
36.859375,0.02734375,Density 50%
36.875,0.02734375,Density 50%
36.890625,0.03515625,Density 90%
36.90625,0.02734375,Density 50%
36.921875,0.01953125,Density 50%
36.9375,0.03515625,Density 90%
36.953125,0.02734375,Density 50%
36.96875,0.02734375,Density 50%
36.984375,0.02734375,Density 50%
37.0,0.0234375,Density 50%
37.015625,0.03125,Density 90%
37.03125,0.02734375,Density 50%
37.046875,0.02734375,Density 50%
37.0625,0.02734375,Density 50%
37.078125,0.02734375,Density 50%
37.09375,0.0234375,Density 50%
37.109375,0.02734375,Density 50%
37.125,0.03125,Density 90%
37.140625,0.02734375,Density 50%
37.15625,0.03125,Density 90%
37.171875,0.02734375,Density 50%
37.1875,0.03125,Density 90%
37.203125,0.03125,Density 90%
37.21875,0.02734375,Density 50%
37.234375,0.03125,Density 90%
37.25,0.02734375,Density 50%
37.265625,0.03125,Density 90%
37.28125,0.02734375,Density 50%
37.296875,0.02734375,Density 50%
37.3125,0.02734375,Density 50%
37.328125,0.02734375,Density 50%
37.34375,0.02734375,Density 50%
37.359375,0.02734375,Density 50%
37.375,0.02734375,Density 50%
37.390625,0.0234375,Density 50%
37.40625,0.02734375,Density 50%
37.421875,0.02734375,Density 50%
37.4375,0.02734375,Density 50%
37.453125,0.03125,Density 90%
37.46875,0.03125,Density 90%
37.484375,0.02734375,Density 50%
37.5,0.03125,Density 90%
37.515625,0.03125,Density 90%
37.53125,0.02734375,Density 50%
37.546875,0.0234375,Density 50%
37.5625,0.03125,Density 90%
37.578125,0.02734375,Density 50%
37.59375,0.0234375,Density 50%
37.609375,0.0234375,Density 50%
37.625,0.03125,Density 90%
37.640625,0.01953125,Density 50%
37.65625,0.0234375,Density 50%
37.671875,0.0234375,Density 50%
37.6875,0.0234375,Density 50%
37.703125,0.03125,Density 90%
37.71875,0.02734375,Density 50%
37.734375,0.02734375,Density 50%
37.75,0.02734375,Density 50%
37.765625,0.01953125,Density 50%
37.78125,0.0234375,Density 50%
37.796875,0.02734375,Density 50%
37.8125,0.02734375,Density 50%
37.828125,0.02734375,Density 50%
37.84375,0.0234375,Density 50%
37.859375,0.03125,Density 90%
37.875,0.02734375,Density 50%
37.890625,0.02734375,Density 50%
37.90625,0.02734375,Density 50%
37.921875,0.02734375,Density 50%
37.9375,0.03125,Density 90%
37.953125,0.0234375,Density 50%
37.96875,0.02734375,Density 50%
37.984375,0.03125,Density 90%
38.0,0.02734375,Density 50%
38.015625,0.02734375,Density 50%
38.03125,0.03125,Density 90%
38.046875,0.02734375,Density 50%
38.0625,0.0234375,Density 50%
38.078125,0.03125,Density 90%
38.09375,0.0234375,Density 50%
38.109375,0.0234375,Density 50%
38.125,0.02734375,Density 50%
38.140625,0.02734375,Density 50%
38.15625,0.03125,Density 90%
38.171875,0.01953125,Density 50%
38.1875,0.02734375,Density 50%
38.203125,0.02734375,Density 50%
38.21875,0.0234375,Density 50%
38.234375,0.02734375,Density 50%
38.25,0.03125,Density 90%
38.265625,0.0234375,Density 50%
38.28125,0.02734375,Density 50%
38.296875,0.02734375,Density 50%
38.3125,0.0234375,Density 50%
38.328125,0.03125,Density 90%
38.34375,0.02734375,Density 50%
38.359375,0.02734375,Density 50%
38.375,0.02734375,Density 50%
38.390625,0.0234375,Density 50%
38.40625,0.02734375,Density 50%
38.421875,0.02734375,Density 50%
38.4375,0.02734375,Density 50%
38.453125,0.02734375,Density 50%
38.46875,0.02734375,Density 50%
38.484375,0.02734375,Density 50%
38.5,0.03125,Density 90%
38.515625,0.02734375,Density 50%
38.53125,0.0234375,Density 50%
38.546875,0.02734375,Density 50%
38.5625,0.03125,Density 90%
38.578125,0.03125,Density 90%
38.59375,0.01953125,Density 50%
38.609375,0.02734375,Density 50%
38.625,0.03125,Density 90%
38.640625,0.0234375,Density 50%
38.65625,0.0234375,Density 50%
38.671875,0.02734375,Density 50%
38.6875,0.02734375,Density 50%
38.703125,0.02734375,Density 50%
38.71875,0.03125,Density 90%
38.734375,0.0234375,Density 50%
38.75,0.02734375,Density 50%
38.765625,0.02734375,Density 50%
38.78125,0.0234375,Density 50%
38.796875,0.02734375,Density 50%
38.8125,0.02734375,Density 50%
38.828125,0.03125,Density 90%
38.84375,0.03125,Density 90%
38.859375,0.02734375,Density 50%
38.875,0.03515625,Density 90%
38.890625,0.02734375,Density 50%
38.90625,0.03125,Density 90%
38.921875,0.02734375,Density 50%
38.9375,0.02734375,Density 50%
38.953125,0.03125,Density 90%
38.96875,0.02734375,Density 50%
38.984375,0.02734375,Density 50%
39.0,0.02734375,Density 50%
39.015625,0.02734375,Density 50%
39.03125,0.03125,Density 90%
39.046875,0.01953125,Density 50%
39.0625,0.02734375,Density 50%
39.078125,0.02734375,Density 50%
39.09375,0.0234375,Density 50%
39.109375,0.02734375,Density 50%
39.125,0.02734375,Density 50%
39.140625,0.0234375,Density 50%
39.15625,0.02734375,Density 50%
39.171875,0.0234375,Density 50%
39.1875,0.0234375,Density 50%
39.203125,0.0234375,Density 50%
39.21875,0.02734375,Density 50%
39.234375,0.02734375,Density 50%
39.25,0.03125,Density 90%
39.265625,0.02734375,Density 50%
39.28125,0.03125,Density 90%
39.296875,0.0234375,Density 50%
39.3125,0.0234375,Density 50%
39.328125,0.02734375,Density 50%
39.34375,0.02734375,Density 50%
39.359375,0.0234375,Density 50%
39.375,0.02734375,Density 50%
39.390625,0.02734375,Density 50%
39.40625,0.02734375,Density 50%
39.421875,0.0234375,Density 50%
39.4375,0.0234375,Density 50%
39.453125,0.02734375,Density 50%
39.46875,0.0234375,Density 50%
39.484375,0.02734375,Density 50%
39.5,0.03125,Density 90%
39.515625,0.02734375,Density 50%
39.53125,0.02734375,Density 50%
39.546875,0.03125,Density 90%
39.5625,0.02734375,Density 50%
39.578125,0.02734375,Density 50%
39.59375,0.03125,Density 90%
39.609375,0.03125,Density 90%
39.625,0.03125,Density 90%
39.640625,0.02734375,Density 50%
39.65625,0.03125,Density 90%
39.671875,0.02734375,Density 50%
39.6875,0.02734375,Density 50%
39.703125,0.03125,Density 90%
39.71875,0.02734375,Density 50%
39.734375,0.02734375,Density 50%
39.75,0.02734375,Density 50%
39.765625,0.02734375,Density 50%
39.78125,0.02734375,Density 50%
39.796875,0.02734375,Density 50%
39.8125,0.02734375,Density 50%
39.828125,0.03125,Density 90%
39.84375,0.0234375,Density 50%
39.859375,0.01953125,Density 50%
39.875,0.02734375,Density 50%
39.890625,0.03125,Density 90%
39.90625,0.02734375,Density 50%
39.921875,0.0234375,Density 50%
39.9375,0.03515625,Density 90%
39.953125,0.0234375,Density 50%
39.96875,0.0234375,Density 50%
39.984375,0.0234375,Density 50%
40.0,0.02734375,Density 50%
40.015625,0.0234375,Density 50%
40.03125,0.02734375,Density 50%
40.046875,0.03125,Density 90%
40.0625,0.0234375,Density 50%
40.078125,0.0234375,Density 50%
40.09375,0.02734375,Density 50%
40.109375,0.02734375,Density 50%
40.125,0.03125,Density 90%
40.140625,0.03515625,Density 90%
40.15625,0.02734375,Density 50%
40.171875,0.03515625,Density 90%
40.1875,0.0234375,Density 50%
40.203125,0.03125,Density 90%
40.21875,0.03125,Density 90%
40.234375,0.02734375,Density 50%
40.25,0.0234375,Density 50%
40.265625,0.03125,Density 90%
40.28125,0.02734375,Density 50%
40.296875,0.0234375,Density 50%
40.3125,0.02734375,Density 50%
40.328125,0.02734375,Density 50%
40.34375,0.03125,Density 90%
40.359375,0.02734375,Density 50%
40.375,0.0234375,Density 50%
40.390625,0.02734375,Density 50%
40.40625,0.03125,Density 90%
40.421875,0.0234375,Density 50%
40.4375,0.03125,Density 90%
40.453125,0.02734375,Density 50%
40.46875,0.03125,Density 90%
40.484375,0.0234375,Density 50%
40.5,0.03125,Density 90%
40.515625,0.03125,Density 90%
40.53125,0.02734375,Density 50%
40.546875,0.03125,Density 90%
40.5625,0.03125,Density 90%
40.578125,0.03125,Density 90%
40.59375,0.0234375,Density 50%
40.609375,0.03125,Density 90%
40.625,0.0234375,Density 50%
40.640625,0.02734375,Density 50%
40.65625,0.02734375,Density 50%
40.671875,0.02734375,Density 50%
40.6875,0.02734375,Density 50%
40.703125,0.03125,Density 90%
40.71875,0.03515625,Density 90%
40.734375,0.0234375,Density 50%
40.75,0.02734375,Density 50%
40.765625,0.03125,Density 90%
40.78125,0.02734375,Density 50%
40.796875,0.03515625,Density 90%
40.8125,0.03125,Density 90%
40.828125,0.03125,Density 90%
40.84375,0.03125,Density 90%
40.859375,0.02734375,Density 50%
40.875,0.03125,Density 90%
40.890625,0.0234375,Density 50%
40.90625,0.02734375,Density 50%
40.921875,0.03125,Density 90%
40.9375,0.0234375,Density 50%
40.953125,0.03125,Density 90%
40.96875,0.03125,Density 90%
40.984375,0.03125,Density 90%
41.0,0.02734375,Density 50%
41.015625,0.02734375,Density 50%
41.03125,0.03125,Density 90%
41.046875,0.03125,Density 90%
41.0625,0.03125,Density 90%
41.078125,0.02734375,Density 50%
41.09375,0.03515625,Density 90%
41.109375,0.02734375,Density 50%
41.125,0.02734375,Density 50%
41.140625,0.02734375,Density 50%
41.15625,0.02734375,Density 50%
41.171875,0.0234375,Density 50%
41.1875,0.03125,Density 90%
41.203125,0.02734375,Density 50%
41.21875,0.0234375,Density 50%
41.234375,0.02734375,Density 50%
41.25,0.02734375,Density 50%
41.265625,0.0234375,Density 50%
41.28125,0.03515625,Density 90%
41.296875,0.02734375,Density 50%
41.3125,0.02734375,Density 50%
41.328125,0.02734375,Density 50%
41.34375,0.02734375,Density 50%
41.359375,0.0390625,Density 70%
41.375,0.02734375,Density 50%
41.390625,0.0234375,Density 50%
41.40625,0.03125,Density 90%
41.421875,0.01953125,Density 50%
41.4375,0.0234375,Density 50%
41.453125,0.03125,Density 90%
41.46875,0.02734375,Density 50%
41.484375,0.03125,Density 90%
41.5,0.03125,Density 90%
41.515625,0.02734375,Density 50%
41.53125,0.02734375,Density 50%
41.546875,0.02734375,Density 50%
41.5625,0.0234375,Density 50%
41.578125,0.0234375,Density 50%
41.59375,0.02734375,Density 50%
41.609375,0.03125,Density 90%
41.625,0.02734375,Density 50%
41.640625,0.0234375,Density 50%
41.65625,0.0234375,Density 50%
41.671875,0.0234375,Density 50%
41.6875,0.02734375,Density 50%
41.703125,0.02734375,Density 50%
41.71875,0.03125,Density 90%
41.734375,0.0234375,Density 50%
41.75,0.03125,Density 90%
41.765625,0.03125,Density 90%
41.78125,0.03125,Density 90%
41.796875,0.0234375,Density 50%
41.8125,0.02734375,Density 50%
41.828125,0.03125,Density 90%
41.84375,0.02734375,Density 50%
41.859375,0.02734375,Density 50%
41.875,0.02734375,Density 50%
41.890625,0.02734375,Density 50%
41.90625,0.03125,Density 90%
41.921875,0.02734375,Density 50%
41.9375,0.02734375,Density 50%
41.953125,0.03125,Density 90%
41.96875,0.0234375,Density 50%
41.984375,0.0234375,Density 50%
42.0,0.03125,Density 90%
42.015625,0.03125,Density 90%
42.03125,0.02734375,Density 50%
42.046875,0.03125,Density 90%
42.0625,0.0234375,Density 50%
42.078125,0.03515625,Density 90%
42.09375,0.02734375,Density 50%
42.109375,0.03125,Density 90%
42.125,0.03125,Density 90%
42.140625,0.0234375,Density 50%
42.15625,0.0234375,Density 50%
42.171875,0.02734375,Density 50%
42.1875,0.02734375,Density 50%
42.203125,0.02734375,Density 50%
42.21875,0.02734375,Density 50%
42.234375,0.03125,Density 90%
42.25,0.03125,Density 90%
42.265625,0.0234375,Density 50%
42.28125,0.02734375,Density 50%
42.296875,0.03125,Density 90%
42.3125,0.03125,Density 90%
42.328125,0.03125,Density 90%
42.34375,0.02734375,Density 50%
42.359375,0.03125,Density 90%
42.375,0.02734375,Density 50%
42.390625,0.02734375,Density 50%
42.40625,0.0234375,Density 50%
42.421875,0.02734375,Density 50%
42.4375,0.02734375,Density 50%
42.453125,0.03125,Density 90%
42.46875,0.03125,Density 90%
42.484375,0.0234375,Density 50%
42.5,0.03125,Density 90%
42.515625,0.0234375,Density 50%
42.53125,0.03125,Density 90%
42.546875,0.02734375,Density 50%
42.5625,0.02734375,Density 50%
42.578125,0.02734375,Density 50%
42.59375,0.0234375,Density 50%
42.609375,0.03125,Density 90%
42.625,0.02734375,Density 50%
42.640625,0.02734375,Density 50%
42.65625,0.02734375,Density 50%
42.671875,0.02734375,Density 50%
42.6875,0.02734375,Density 50%
42.703125,0.02734375,Density 50%
42.71875,0.02734375,Density 50%
42.734375,0.02734375,Density 50%
42.75,0.0234375,Density 50%
42.765625,0.02734375,Density 50%
42.78125,0.03515625,Density 90%
42.796875,0.03125,Density 90%
42.8125,0.02734375,Density 50%
42.828125,0.02734375,Density 50%
42.84375,0.03125,Density 90%
42.859375,0.0234375,Density 50%
42.875,0.03125,Density 90%
42.890625,0.02734375,Density 50%
42.90625,0.02734375,Density 50%
42.921875,0.0234375,Density 50%
42.9375,0.0234375,Density 50%
42.953125,0.02734375,Density 50%
42.96875,0.02734375,Density 50%
42.984375,0.02734375,Density 50%
43.0,0.02734375,Density 50%
43.015625,0.0234375,Density 50%
43.03125,0.03125,Density 90%
43.046875,0.02734375,Density 50%
43.0625,0.02734375,Density 50%
43.078125,0.02734375,Density 50%
43.09375,0.03125,Density 90%
43.109375,0.0234375,Density 50%
43.125,0.02734375,Density 50%
43.140625,0.03125,Density 90%
43.15625,0.02734375,Density 50%
43.171875,0.03125,Density 90%
43.1875,0.02734375,Density 50%
43.203125,0.0234375,Density 50%
43.21875,0.03125,Density 90%
43.234375,0.0234375,Density 50%
43.25,0.02734375,Density 50%
43.265625,0.02734375,Density 50%
43.28125,0.03125,Density 90%
43.296875,0.02734375,Density 50%
43.3125,0.02734375,Density 50%
43.328125,0.02734375,Density 50%
43.34375,0.03125,Density 90%
43.359375,0.0234375,Density 50%
43.375,0.03125,Density 90%
43.390625,0.0234375,Density 50%
43.40625,0.03125,Density 90%
43.421875,0.02734375,Density 50%
43.4375,0.0234375,Density 50%
43.453125,0.02734375,Density 50%
43.46875,0.02734375,Density 50%
43.484375,0.02734375,Density 50%
43.5,0.02734375,Density 50%
43.515625,0.02734375,Density 50%
43.53125,0.03125,Density 90%
43.546875,0.02734375,Density 50%
43.5625,0.0234375,Density 50%
43.578125,0.03125,Density 90%
43.59375,0.03125,Density 90%
43.609375,0.03125,Density 90%
43.625,0.02734375,Density 50%
43.640625,0.0234375,Density 50%
43.65625,0.02734375,Density 50%
43.671875,0.03125,Density 90%
43.6875,0.0234375,Density 50%
43.703125,0.03125,Density 90%
43.71875,0.02734375,Density 50%
43.734375,0.0234375,Density 50%
43.75,0.03125,Density 90%
43.765625,0.03125,Density 90%
43.78125,0.03125,Density 90%
43.796875,0.02734375,Density 50%
43.8125,0.02734375,Density 50%
43.828125,0.02734375,Density 50%
43.84375,0.02734375,Density 50%
43.859375,0.02734375,Density 50%
43.875,0.02734375,Density 50%
43.890625,0.02734375,Density 50%
43.90625,0.02734375,Density 50%
43.921875,0.02734375,Density 50%
43.9375,0.0234375,Density 50%
43.953125,0.02734375,Density 50%
43.96875,0.03125,Density 90%
43.984375,0.0234375,Density 50%
44.0,0.03125,Density 90%
44.015625,0.02734375,Density 50%
44.03125,0.03125,Density 90%
44.046875,0.02734375,Density 50%
44.0625,0.02734375,Density 50%
44.078125,0.02734375,Density 50%
44.09375,0.02734375,Density 50%
44.109375,0.02734375,Density 50%
44.125,0.0234375,Density 50%
44.140625,0.0234375,Density 50%
44.15625,0.02734375,Density 50%
44.171875,0.01953125,Density 50%
44.1875,0.02734375,Density 50%
44.203125,0.03125,Density 90%
44.21875,0.03125,Density 90%
44.234375,0.02734375,Density 50%
44.25,0.02734375,Density 50%
44.265625,0.0234375,Density 50%
44.28125,0.03125,Density 90%
44.296875,0.02734375,Density 50%
44.3125,0.03125,Density 90%
44.328125,0.03125,Density 90%
44.34375,0.02734375,Density 50%
44.359375,0.03125,Density 90%
44.375,0.03125,Density 90%
44.390625,0.03125,Density 90%
44.40625,0.0234375,Density 50%
44.421875,0.02734375,Density 50%
44.4375,0.0234375,Density 50%
44.453125,0.02734375,Density 50%
44.46875,0.02734375,Density 50%
44.484375,0.0234375,Density 50%
44.5,0.0234375,Density 50%
44.515625,0.03125,Density 90%
44.53125,0.02734375,Density 50%
44.546875,0.0234375,Density 50%
44.5625,0.03125,Density 90%
44.578125,0.0234375,Density 50%
44.59375,0.03125,Density 90%
44.609375,0.03125,Density 90%
44.625,0.03515625,Density 90%
44.640625,0.02734375,Density 50%
44.65625,0.03515625,Density 90%
44.671875,0.0234375,Density 50%
44.6875,0.02734375,Density 50%
44.703125,0.03125,Density 90%
44.71875,0.0234375,Density 50%
44.734375,0.03125,Density 90%
44.75,0.03125,Density 90%
44.765625,0.0234375,Density 50%
44.78125,0.01953125,Density 50%
44.796875,0.02734375,Density 50%
44.8125,0.01953125,Density 50%
44.828125,0.0234375,Density 50%
44.84375,0.02734375,Density 50%
44.859375,0.0234375,Density 50%
44.875,0.03125,Density 90%
44.890625,0.0234375,Density 50%
44.90625,0.02734375,Density 50%
44.921875,0.02734375,Density 50%
44.9375,0.03125,Density 90%
44.953125,0.03125,Density 90%
44.96875,0.03125,Density 90%
44.984375,0.03125,Density 90%
45.0,0.03515625,Density 90%
45.015625,0.0234375,Density 50%
45.03125,0.02734375,Density 50%
45.046875,0.02734375,Density 50%
45.0625,0.02734375,Density 50%
45.078125,0.02734375,Density 50%
45.09375,0.0234375,Density 50%
45.109375,0.02734375,Density 50%
45.125,0.02734375,Density 50%
45.140625,0.03125,Density 90%
45.15625,0.03125,Density 90%
45.171875,0.02734375,Density 50%
45.1875,0.03515625,Density 90%
45.203125,0.02734375,Density 50%
45.21875,0.03125,Density 90%
45.234375,0.02734375,Density 50%
45.25,0.02734375,Density 50%
45.265625,0.02734375,Density 50%
45.28125,0.02734375,Density 50%
45.296875,0.0234375,Density 50%
45.3125,0.02734375,Density 50%
45.328125,0.01953125,Density 50%
45.34375,0.0234375,Density 50%
45.359375,0.0234375,Density 50%
45.375,0.0234375,Density 50%
45.390625,0.0234375,Density 50%
45.40625,0.03125,Density 90%
45.421875,0.0234375,Density 50%
45.4375,0.0234375,Density 50%
45.453125,0.02734375,Density 50%
45.46875,0.02734375,Density 50%
45.484375,0.03125,Density 90%
45.5,0.02734375,Density 50%
45.515625,0.02734375,Density 50%
45.53125,0.03125,Density 90%
45.546875,0.0234375,Density 50%
45.5625,0.0234375,Density 50%
45.578125,0.02734375,Density 50%
45.59375,0.02734375,Density 50%
45.609375,0.01953125,Density 50%
45.625,0.02734375,Density 50%
45.640625,0.03125,Density 90%
45.65625,0.0234375,Density 50%
45.671875,0.02734375,Density 50%
45.6875,0.0234375,Density 50%
45.703125,0.02734375,Density 50%
45.71875,0.03125,Density 90%
45.734375,0.03125,Density 90%
45.75,0.02734375,Density 50%
45.765625,0.02734375,Density 50%
45.78125,0.0234375,Density 50%
45.796875,0.03125,Density 90%
45.8125,0.02734375,Density 50%
45.828125,0.03125,Density 90%
45.84375,0.02734375,Density 50%
45.859375,0.02734375,Density 50%
45.875,0.03125,Density 90%
45.890625,0.02734375,Density 50%
45.90625,0.02734375,Density 50%
45.921875,0.03125,Density 90%
45.9375,0.0234375,Density 50%
45.953125,0.03125,Density 90%
45.96875,0.02734375,Density 50%
45.984375,0.02734375,Density 50%
46.0,0.02734375,Density 50%
46.015625,0.02734375,Density 50%
46.03125,0.02734375,Density 50%
46.046875,0.03125,Density 90%
46.0625,0.02734375,Density 50%
46.078125,0.0234375,Density 50%
46.09375,0.02734375,Density 50%
46.109375,0.02734375,Density 50%
46.125,0.0234375,Density 50%
46.140625,0.02734375,Density 50%
46.15625,0.02734375,Density 50%
46.171875,0.02734375,Density 50%
46.1875,0.02734375,Density 50%
46.203125,0.02734375,Density 50%
46.21875,0.02734375,Density 50%
46.234375,0.02734375,Density 50%
46.25,0.02734375,Density 50%
46.265625,0.03125,Density 90%
46.28125,0.03125,Density 90%
46.296875,0.03125,Density 90%
46.3125,0.02734375,Density 50%
46.328125,0.02734375,Density 50%
46.34375,0.03125,Density 90%
46.359375,0.02734375,Density 50%
46.375,0.0234375,Density 50%
46.390625,0.02734375,Density 50%
46.40625,0.02734375,Density 50%
46.421875,0.0234375,Density 50%
46.4375,0.03125,Density 90%
46.453125,0.01953125,Density 50%
46.46875,0.02734375,Density 50%
46.484375,0.02734375,Density 50%
46.5,0.02734375,Density 50%
46.515625,0.02734375,Density 50%
46.53125,0.03125,Density 90%
46.546875,0.03125,Density 90%
46.5625,0.0234375,Density 50%
46.578125,0.02734375,Density 50%
46.59375,0.02734375,Density 50%
46.609375,0.02734375,Density 50%
46.625,0.02734375,Density 50%
46.640625,0.03125,Density 90%
46.65625,0.01953125,Density 50%
46.671875,0.03125,Density 90%
46.6875,0.03515625,Density 90%
46.703125,0.02734375,Density 50%
46.71875,0.02734375,Density 50%
46.734375,0.0234375,Density 50%
46.75,0.0234375,Density 50%
46.765625,0.03125,Density 90%
46.78125,0.0234375,Density 50%
46.796875,0.02734375,Density 50%
46.8125,0.02734375,Density 50%
46.828125,0.02734375,Density 50%
46.84375,0.02734375,Density 50%
46.859375,0.0390625,Density 70%
46.875,0.02734375,Density 50%
46.890625,0.03515625,Density 90%
46.90625,0.03125,Density 90%
46.921875,0.0234375,Density 50%
46.9375,0.03125,Density 90%
46.953125,0.02734375,Density 50%
46.96875,0.01953125,Density 50%
46.984375,0.02734375,Density 50%
47.0,0.02734375,Density 50%
47.015625,0.02734375,Density 50%
47.03125,0.02734375,Density 50%
47.046875,0.02734375,Density 50%
47.0625,0.03125,Density 90%
47.078125,0.02734375,Density 50%
47.09375,0.03515625,Density 90%
47.109375,0.02734375,Density 50%
47.125,0.03125,Density 90%
47.140625,0.02734375,Density 50%
47.15625,0.03125,Density 90%
47.171875,0.02734375,Density 50%
47.1875,0.03125,Density 90%
47.203125,0.03515625,Density 90%
47.21875,0.02734375,Density 50%
47.234375,0.03125,Density 90%
47.25,0.03125,Density 90%
47.265625,0.02734375,Density 50%
47.28125,0.03125,Density 90%
47.296875,0.0234375,Density 50%
47.3125,0.02734375,Density 50%
47.328125,0.02734375,Density 50%
47.34375,0.0234375,Density 50%
47.359375,0.02734375,Density 50%
47.375,0.02734375,Density 50%
47.390625,0.03125,Density 90%
47.40625,0.02734375,Density 50%
47.421875,0.0234375,Density 50%
47.4375,0.02734375,Density 50%
47.453125,0.02734375,Density 50%
47.46875,0.03125,Density 90%
47.484375,0.02734375,Density 50%
47.5,0.03125,Density 90%
47.515625,0.03125,Density 90%
47.53125,0.02734375,Density 50%
47.546875,0.02734375,Density 50%
47.5625,0.0234375,Density 50%
47.578125,0.02734375,Density 50%
47.59375,0.02734375,Density 50%
47.609375,0.01953125,Density 50%
47.625,0.02734375,Density 50%
47.640625,0.02734375,Density 50%
47.65625,0.02734375,Density 50%
47.671875,0.0234375,Density 50%
47.6875,0.02734375,Density 50%
47.703125,0.03125,Density 90%
47.71875,0.02734375,Density 50%
47.734375,0.01953125,Density 50%
47.75,0.02734375,Density 50%
47.765625,0.02734375,Density 50%
47.78125,0.03125,Density 90%
47.796875,0.03125,Density 90%
47.8125,0.03515625,Density 90%
47.828125,0.02734375,Density 50%
47.84375,0.01953125,Density 50%
47.859375,0.0234375,Density 50%
47.875,0.02734375,Density 50%
47.890625,0.02734375,Density 50%
