X,Y
5.0,0.0
5.015625,-0.0078125
5.03125,0.0
5.046875,0.0234375
5.0625,0.1171875
5.078125,-0.35546875
5.09375,0.2421875
5.109375,-0.06640625
5.125,-0.0625
5.140625,-0.0546875
5.15625,-0.05078125
5.171875,-0.03515625
5.1875,-0.03125
5.203125,-0.015625
5.21875,-0.00390625
5.234375,0.00390625
5.25,0.01953125
5.265625,0.03515625
5.28125,0.0546875
5.296875,0.06640625
5.3125,0.08203125
5.328125,0.08203125
5.34375,0.08203125
5.359375,0.08203125
5.375,0.07421875
5.390625,0.05859375
5.40625,0.04296875
5.421875,0.0234375
5.4375,0.0078125
5.453125,-0.01171875
5.46875,-0.02734375
5.484375,-0.0390625
5.5,-0.0546875
5.515625,-0.0625
5.53125,-0.0703125
5.546875,-0.0625
5.5625,-0.06640625
5.578125,-0.0625
5.59375,-0.05859375
5.609375,-0.0625
5.625,-0.05078125
5.640625,-0.046875
5.65625,-0.0390625
5.671875,-0.02734375
5.6875,-0.0234375
5.703125,-0.00390625
5.71875,0.01171875
5.734375,0.01953125
5.75,0.03515625
5.765625,0.04296875
5.78125,0.0546875
5.796875,0.05078125
5.8125,0.05078125
5.828125,0.046875
5.84375,0.04296875
5.859375,0.03125
5.875,0.01953125
5.890625,0.01953125
5.90625,0.015625
5.921875,0.00390625
5.9375,0.01171875
5.953125,0.0078125
5.96875,0.015625
5.984375,0.0078125
6.0,0.0078125
6.015625,0.0
6.03125,0.0
6.046875,-0.00390625
6.0625,-0.01953125
6.078125,-0.03125
6.09375,-0.04296875
6.109375,-0.05078125
6.125,-0.06640625
6.140625,-0.0546875
6.15625,-0.078125
6.171875,-0.06640625
6.1875,-0.0703125
6.203125,-0.05859375
6.21875,-0.05078125
6.234375,-0.03515625
6.25,-0.01953125
6.265625,-0.015625
6.28125,0.0
6.296875,0.0234375
6.3125,0.0234375
6.328125,0.046875
6.34375,0.04296875
6.359375,0.05859375
6.375,0.06640625
6.390625,0.05859375
6.40625,0.0625
6.421875,0.0546875
6.4375,0.046875
6.453125,0.04296875
6.46875,0.0234375
6.484375,0.01953125
6.5,0.0
6.515625,-0.0078125
6.53125,-0.01953125
6.546875,-0.0390625
6.5625,-0.0390625
6.578125,-0.05078125
6.59375,-0.04296875
6.609375,-0.04296875
6.625,-0.0390625
6.640625,-0.03125
6.65625,-0.01953125
6.671875,-0.015625
6.6875,-0.01171875
6.703125,-0.00390625
6.71875,0.0
6.734375,0.01171875
6.75,0.00390625
6.765625,0.00390625
6.78125,0.00390625
6.796875,0.0078125
6.8125,0.00390625
6.828125,0.0078125
6.84375,0.00390625
6.859375,0.00390625
6.875,0.00390625
6.890625,0.01171875
6.90625,0.00390625
6.921875,0.0078125
6.9375,0.00390625
6.953125,0.01171875
6.96875,0.01171875
6.984375,0.01171875
7.0,0.0078125
7.015625,0.0078125
7.03125,0.01171875
7.046875,-0.00390625
7.0625,0.0
7.078125,-0.0078125
7.09375,-0.01171875
7.109375,-0.015625
7.125,-0.01953125
7.140625,-0.02734375
7.15625,-0.04296875
7.171875,-0.03515625
7.1875,-0.04296875
7.203125,-0.04296875
7.21875,-0.04296875
7.234375,-0.046875
7.25,-0.05078125
7.265625,-0.03515625
7.28125,-0.03125
7.296875,-0.01953125
7.3125,-0.01953125
7.328125,0.0234375
7.34375,0.0390625
7.359375,0.05859375
7.375,0.0703125
7.390625,0.08984375
7.40625,0.09375
7.421875,0.1015625
7.4375,0.1015625
7.453125,0.09765625
7.46875,0.09765625
7.484375,0.08984375
7.5,0.0859375
7.515625,0.08984375
7.53125,0.08984375
7.546875,0.09375
7.5625,0.1171875
7.578125,0.1328125
7.59375,0.15625
7.609375,0.171875
7.625,0.1953125
7.640625,0.203125
7.65625,0.1953125
7.671875,0.1875
7.6875,0.15625
7.703125,0.1015625
7.71875,0.0390625
7.734375,-0.04296875
7.75,-0.1328125
7.765625,-0.21484375
7.78125,-0.31640625
7.796875,-0.39453125
7.8125,-0.44921875
7.828125,-0.48046875
7.84375,-0.484375
7.859375,-0.4375
7.875,-0.36328125
7.890625,-0.25
7.90625,-0.1171875
7.921875,0.02734375
7.9375,0.16796875
7.953125,0.296875
7.96875,0.40625
7.984375,0.48828125
8.0,0.52734375
8.015625,0.546875
8.03125,0.52734375
8.046875,0.48828125
8.0625,0.42578125
8.078125,0.35546875
8.09375,0.26953125
8.109375,0.19140625
8.125,0.109375
8.140625,0.0390625
8.15625,-0.0234375
8.171875,-0.08984375
8.1875,-0.12109375
8.203125,-0.16015625
8.21875,-0.1875
8.234375,-0.203125
8.25,-0.203125
8.265625,-0.203125
8.28125,-0.19921875
8.296875,-0.1875
8.3125,-0.1640625
8.328125,-0.15234375
8.34375,-0.12109375
8.359375,-0.09765625
8.375,-0.0703125
8.390625,-0.03125
8.40625,-0.0078125
8.421875,0.0234375
8.4375,0.05078125
8.453125,0.07421875
8.46875,0.08984375
8.484375,0.08984375
8.5,0.10546875
8.515625,0.1015625
8.53125,0.10546875
8.546875,0.109375
8.5625,0.1171875
8.578125,0.1328125
8.59375,0.1484375
8.609375,0.17578125
8.625,0.19921875
8.640625,0.2265625
8.65625,0.2421875
8.671875,0.26953125
8.6875,0.25390625
8.703125,0.23828125
8.71875,0.2109375
8.734375,0.16796875
8.75,0.1171875
8.765625,0.0546875
8.78125,0.0078125
8.796875,-0.05078125
8.8125,-0.08984375
8.828125,-0.13671875
8.84375,-0.16015625
8.859375,-0.16796875
8.875,-0.16796875
8.890625,-0.16015625
8.90625,-0.14453125
8.921875,-0.125
8.9375,-0.09765625
8.953125,-0.06640625
8.96875,-0.04296875
8.984375,-0.0234375
9.0,0.01171875
9.015625,0.04296875
9.03125,0.05859375
9.046875,0.09375
9.0625,0.1328125
9.078125,0.15625
9.09375,0.1796875
9.109375,0.19921875
9.125,0.20703125
9.140625,0.2109375
9.15625,0.1953125
9.171875,0.17578125
9.1875,0.14453125
9.203125,0.109375
9.21875,0.0703125
9.234375,0.02734375
9.25,-0.015625
9.265625,-0.0390625
9.28125,-0.06640625
9.296875,-0.0859375
9.3125,-0.09765625
9.328125,-0.09765625
9.34375,-0.1015625
9.359375,-0.08984375
9.375,-0.08203125
9.390625,-0.0703125
9.40625,-0.046875
9.421875,-0.02734375
9.4375,-0.0078125
9.453125,0.01953125
9.46875,0.0546875
9.484375,0.08203125
9.5,0.109375
9.515625,0.13671875
9.53125,0.1640625
9.546875,0.17578125
9.5625,0.19140625
9.578125,0.171875
9.59375,0.16796875
9.609375,0.14453125
9.625,0.12109375
9.640625,0.09765625
9.65625,0.07421875
9.671875,0.05859375
9.6875,0.0546875
9.703125,0.046875
9.71875,0.05078125
9.734375,0.05859375
9.75,0.0625
9.765625,0.07421875
9.78125,0.07421875
9.796875,0.06640625
9.8125,0.0625
9.828125,0.04296875
9.84375,0.02734375
9.859375,0.0
9.875,-0.01953125
9.890625,-0.046875
9.90625,-0.0703125
9.921875,-0.08984375
9.9375,-0.1015625
9.953125,-0.1171875
9.96875,-0.1171875
9.984375,-0.109375
10.0,-0.11328125
10.015625,-0.09375
10.03125,-0.06640625
10.046875,-0.0390625
10.0625,-0.00390625
10.078125,0.0390625
10.09375,0.08203125
10.109375,0.12109375
10.125,0.15234375
10.140625,0.1875
10.15625,0.21484375
10.171875,0.22265625
10.1875,0.2265625
10.203125,0.21484375
10.21875,0.19921875
10.234375,0.17578125
10.25,0.15234375
10.265625,0.11328125
10.28125,0.07421875
10.296875,0.05078125
10.3125,0.015625
10.328125,-0.0234375
10.34375,-0.046875
10.359375,-0.06640625
10.375,-0.08984375
10.390625,-0.09765625
10.40625,-0.1015625
10.421875,-0.10546875
10.4375,-0.09765625
10.453125,-0.078125
10.46875,-0.06640625
10.484375,-0.03515625
10.5,-0.015625
10.515625,0.015625
10.53125,0.04296875
10.546875,0.0625
10.5625,0.08203125
10.578125,0.09765625
10.59375,0.11328125
10.609375,0.12109375
10.625,0.12890625
10.640625,0.140625
10.65625,0.13671875
10.671875,0.1484375
10.6875,0.14453125
10.703125,0.15234375
10.71875,0.1484375
10.734375,0.14453125
10.75,0.13671875
10.765625,0.1328125
10.78125,0.1171875
10.796875,0.10546875
10.8125,0.08984375
10.828125,0.06640625
10.84375,0.046875
10.859375,0.03125
10.875,0.015625
10.890625,-0.0078125
10.90625,-0.015625
10.921875,-0.03515625
10.9375,-0.046875
10.953125,-0.05859375
10.96875,-0.06640625
10.984375,-0.07421875
11.0,-0.0703125
11.015625,-0.07421875
11.03125,-0.06640625
11.046875,-0.05859375
11.0625,-0.0390625
11.078125,-0.02734375
11.09375,0.00390625
11.109375,0.01953125
