X,Y
5.0,-0.00390625
5.015625,0.0
5.03125,-0.00390625
5.046875,0.0234375
5.0625,0.11328125
5.078125,-0.35546875
5.09375,0.34375
5.109375,-0.0078125
5.125,-0.015625
5.140625,-0.01953125
5.15625,-0.02734375
5.171875,-0.03515625
5.1875,-0.03515625
5.203125,-0.0390625
5.21875,-0.04296875
5.234375,-0.04296875
5.25,-0.03515625
5.265625,-0.01953125
5.28125,-0.0078125
5.296875,0.00390625
5.3125,0.01171875
5.328125,0.03515625
5.34375,0.046875
5.359375,0.0625
5.375,0.0703125
5.390625,0.07421875
5.40625,0.0703125
5.421875,0.06640625
5.4375,0.04296875
5.453125,0.02734375
5.46875,-0.01171875
5.484375,-0.06640625
5.5,-0.078125
5.515625,-0.12109375
5.53125,-0.15234375
5.546875,-0.17578125
5.5625,-0.19140625
5.578125,-0.19921875
5.59375,-0.19921875
5.609375,-0.18359375
5.625,-0.15625
5.640625,-0.140625
5.65625,-0.08984375
5.671875,-0.05078125
5.6875,-0.01171875
5.703125,0.0234375
5.71875,0.0546875
5.734375,0.0859375
5.75,0.11328125
5.765625,0.14453125
5.78125,0.16796875
5.796875,0.1875
5.8125,0.21875
5.828125,0.234375
5.84375,0.25
5.859375,0.25
5.875,0.24609375
5.890625,0.21875
5.90625,0.17578125
5.921875,0.12890625
5.9375,0.0703125
5.953125,0.0
5.96875,-0.06640625
5.984375,-0.12109375
6.0,-0.17578125
6.015625,-0.21484375
6.03125,-0.24609375
6.046875,-0.25390625
6.0625,-0.25390625
6.078125,-0.23828125
6.09375,-0.20703125
6.109375,-0.17578125
6.125,-0.12890625
6.140625,-0.078125
6.15625,-0.03125
6.171875,0.02734375
6.1875,0.06640625
6.203125,0.12109375
6.21875,0.15234375
6.234375,0.18359375
6.25,0.2109375
6.265625,0.21875
6.28125,0.2265625
6.296875,0.234375
6.3125,0.21875
6.328125,0.1953125
6.34375,0.1796875
6.359375,0.14453125
6.375,0.1171875
6.390625,0.0703125
6.40625,0.0234375
6.421875,-0.015625
6.4375,-0.05859375
6.453125,-0.08203125
6.46875,-0.109375
6.484375,-0.12890625
6.5,-0.1328125
6.515625,-0.125
6.53125,-0.11328125
6.546875,-0.10546875
6.5625,-0.0859375
6.578125,-0.08203125
6.59375,-0.0703125
6.609375,-0.0625
6.625,-0.0546875
6.640625,-0.05859375
6.65625,-0.0546875
6.671875,-0.046875
6.6875,-0.03125
6.703125,-0.0234375
6.71875,0.0
6.734375,0.02734375
6.75,0.0625
6.765625,0.09765625
6.78125,0.125
6.796875,0.16015625
6.8125,0.17578125
6.828125,0.19921875
6.84375,0.1953125
6.859375,0.19921875
6.875,0.18359375
6.890625,0.16015625
6.90625,0.125
6.921875,0.09765625
6.9375,0.0625
6.953125,0.02734375
6.96875,0.0078125
6.984375,-0.01953125
7.0,-0.01953125
7.015625,-0.03515625
7.03125,-0.03125
7.046875,-0.02734375
7.0625,-0.01953125
7.078125,-0.01171875
7.09375,-0.0078125
7.109375,-0.00390625
7.125,0.00390625
7.140625,0.0078125
7.15625,0.0
7.171875,-0.00390625
7.1875,-0.01171875
7.203125,-0.01171875
7.21875,-0.0234375
7.234375,-0.03125
7.25,-0.0390625
7.265625,-0.03515625
7.28125,-0.03125
7.296875,-0.01171875
7.3125,-0.00390625
7.328125,0.0078125
7.34375,0.0390625
7.359375,0.0546875
7.375,0.0703125
7.390625,0.0859375
7.40625,0.08984375
7.421875,0.0859375
7.4375,0.07421875
7.453125,0.0625
7.46875,0.03125
7.484375,0.01171875
7.5,-0.00390625
7.515625,-0.01953125
7.53125,-0.01953125
7.546875,-0.015625
7.5625,0.0
7.578125,0.01953125
7.59375,0.03515625
7.609375,0.046875
7.625,0.0625
7.640625,0.0546875
7.65625,0.05078125
7.671875,0.03125
7.6875,0.0078125
7.703125,-0.01953125
7.71875,-0.03515625
7.734375,-0.046875
7.75,-0.0546875
7.765625,-0.046875
7.78125,-0.03125
7.796875,-0.015625
7.8125,0.0078125
7.828125,0.02734375
7.84375,0.04296875
7.859375,0.0625
7.875,0.078125
7.890625,0.0859375
7.90625,0.08984375
7.921875,0.08984375
7.9375,0.1015625
7.953125,0.109375
7.96875,0.10546875
7.984375,0.1015625
8.0,0.11328125
8.015625,0.125
8.03125,0.12890625
8.046875,0.13671875
8.0625,0.13671875
8.078125,0.140625
8.09375,0.140625
8.109375,0.13671875
8.125,0.12890625
8.140625,0.12109375
8.15625,0.09765625
8.171875,0.0703125
8.1875,0.03515625
8.203125,0.0
8.21875,-0.03125
8.234375,-0.06640625
8.25,-0.09765625
8.265625,-0.12109375
8.28125,-0.13671875
8.296875,-0.140625
8.3125,-0.13671875
8.328125,-0.1328125
8.34375,-0.125
8.359375,-0.11328125
8.375,-0.1015625
8.390625,-0.08984375
8.40625,-0.07421875
8.421875,-0.06640625
8.4375,-0.05078125
8.453125,-0.02734375
8.46875,-0.01953125
8.484375,0.0078125
8.5,0.03125
8.515625,0.06640625
8.53125,0.08984375
8.546875,0.11328125
8.5625,0.12890625
8.578125,0.1484375
8.59375,0.15625
8.609375,0.1484375
8.625,0.14453125
8.640625,0.13671875
8.65625,0.12109375
8.671875,0.1171875
8.6875,0.0859375
8.703125,0.08203125
8.71875,0.0703125
8.734375,0.046875
8.75,0.046875
8.765625,0.03125
8.78125,0.01953125
8.796875,0.015625
8.8125,0.0078125
8.828125,0.0
8.84375,-0.00390625
8.859375,-0.0078125
8.875,-0.0078125
8.890625,-0.0078125
8.90625,-0.0078125
8.921875,-0.01171875
8.9375,-0.00390625
8.953125,-0.0078125
8.96875,0.0
8.984375,0.0
9.0,0.0078125
9.015625,0.0234375
9.03125,0.03125
9.046875,0.04296875
9.0625,0.0703125
9.078125,0.07421875
9.09375,0.1015625
9.109375,0.1171875
9.125,0.13671875
9.140625,0.1484375
9.15625,0.15625
9.171875,0.15625
9.1875,0.15234375
9.203125,0.14453125
9.21875,0.1328125
9.234375,0.109375
9.25,0.08984375
9.265625,0.06640625
9.28125,0.04296875
9.296875,0.01953125
9.3125,0.00390625
9.328125,-0.015625
9.34375,-0.0390625
9.359375,-0.04296875
9.375,-0.05859375
9.390625,-0.06640625
9.40625,-0.07421875
9.421875,-0.078125
9.4375,-0.08984375
9.453125,-0.0859375
9.46875,-0.0859375
9.484375,-0.08203125
9.5,-0.06640625
9.515625,-0.0546875
9.53125,-0.03125
9.546875,-0.0078125
9.5625,0.01171875
9.578125,0.03125
9.59375,0.06640625
9.609375,0.078125
9.625,0.0859375
9.640625,0.09375
9.65625,0.09765625
9.671875,0.09765625
9.6875,0.08984375
9.703125,0.08984375
9.71875,0.08203125
9.734375,0.07421875
9.75,0.07421875
9.765625,0.06640625
9.78125,0.06640625
9.796875,0.05859375
9.8125,0.046875
9.828125,0.0390625
9.84375,0.03125
9.859375,0.01171875
9.875,0.00390625
9.890625,-0.01953125
9.90625,-0.0078125
9.921875,-0.02734375
9.9375,-0.015625
9.953125,-0.01171875
9.96875,0.0
9.984375,0.0078125
10.0,0.03125
10.015625,0.04296875
10.03125,0.05859375
10.046875,0.06640625
10.0625,0.08203125
10.078125,0.08203125
10.09375,0.08203125
10.109375,0.08203125
10.125,0.078125
10.140625,0.07421875
10.15625,0.0703125
10.171875,0.06640625
10.1875,0.0625
10.203125,0.0703125
10.21875,0.0625
10.234375,0.07421875
10.25,0.07421875
10.265625,0.07421875
10.28125,0.06640625
10.296875,0.05859375
10.3125,0.046875
10.328125,0.0390625
10.34375,0.03125
10.359375,0.01171875
10.375,-0.00390625
10.390625,-0.01171875
10.40625,-0.0234375
10.421875,-0.03515625
10.4375,-0.0390625
10.453125,-0.04296875
10.46875,-0.04296875
10.484375,-0.046875
10.5,-0.05078125
10.515625,-0.05078125
10.53125,-0.046875
10.546875,-0.0390625
10.5625,-0.03125
10.578125,-0.01953125
10.59375,-0.00390625
10.609375,0.015625
10.625,0.03515625
10.640625,0.0625
10.65625,0.08984375
