X,Y
5.0,-0.0078125
5.015625,-0.015625
5.03125,-0.015625
5.046875,0.0234375
5.0625,0.1171875
5.078125,-0.35546875
5.09375,0.33203125
5.109375,0.0078125
5.125,0.01171875
5.140625,0.01171875
5.15625,0.00390625
5.171875,0.0
5.1875,0.0
5.203125,-0.0078125
5.21875,-0.0234375
5.234375,-0.02734375
5.25,-0.04296875
5.265625,-0.05078125
5.28125,-0.06640625
5.296875,-0.07421875
5.3125,-0.078125
5.328125,-0.078125
5.34375,-0.07421875
5.359375,-0.05859375
5.375,-0.05078125
5.390625,-0.03515625
5.40625,-0.015625
5.421875,-0.00390625
5.4375,0.01171875
5.453125,0.015625
5.46875,0.0234375
5.484375,0.0234375
5.5,0.0234375
5.515625,0.01953125
5.53125,0.01171875
5.546875,0.01171875
5.5625,-0.0078125
5.578125,-0.0078125
5.59375,-0.015625
5.609375,-0.04296875
5.625,-0.0546875
5.640625,-0.0625
5.65625,-0.0703125
5.671875,-0.0703125
5.6875,-0.078125
5.703125,-0.05859375
5.71875,-0.05078125
5.734375,-0.0390625
5.75,-0.0234375
5.765625,-0.0078125
5.78125,-0.01171875
5.796875,-0.00390625
5.8125,0.0
5.828125,0.00390625
5.84375,-0.00390625
5.859375,-0.00390625
5.875,-0.00390625
5.890625,-0.00390625
5.90625,-0.00390625
5.921875,-0.0078125
5.9375,-0.0078125
5.953125,-0.0078125
5.96875,-0.0078125
5.984375,-0.01171875
6.0,-0.01171875
6.015625,-0.01171875
6.03125,-0.01953125
6.046875,-0.01953125
6.0625,-0.01953125
6.078125,-0.01953125
6.09375,-0.01953125
6.109375,-0.01953125
6.125,-0.015625
6.140625,-0.0078125
6.15625,-0.0078125
6.171875,0.00390625
6.1875,-0.00390625
6.203125,0.00390625
6.21875,0.0
6.234375,0.0
6.25,-0.00390625
6.265625,-0.00390625
6.28125,-0.015625
6.296875,-0.0234375
6.3125,-0.01953125
6.328125,-0.03515625
6.34375,-0.03515625
6.359375,-0.03515625
6.375,-0.04296875
6.390625,-0.046875
6.40625,-0.04296875
6.421875,-0.046875
6.4375,-0.04296875
6.453125,-0.04296875
6.46875,-0.03515625
6.484375,-0.03515625
6.5,-0.03515625
6.515625,-0.0234375
6.53125,-0.03515625
6.546875,-0.0234375
6.5625,-0.03125
6.578125,-0.0234375
6.59375,-0.01953125
6.609375,-0.01953125
6.625,-0.01171875
6.640625,-0.0078125
