X,Y
5.0,0.0
5.015625,-0.01171875
5.03125,0.0
5.046875,0.0234375
5.0625,0.1171875
5.078125,-0.35546875
5.09375,0.2421875
5.109375,-0.109375
5.125,-0.11328125
5.140625,-0.1171875
5.15625,-0.11328125
5.171875,-0.109375
5.1875,-0.0859375
5.203125,-0.0703125
5.21875,-0.046875
5.234375,-0.01171875
5.25,0.01171875
5.265625,0.04296875
5.28125,0.0546875
5.296875,0.078125
5.3125,0.0625
5.328125,0.09765625
5.34375,0.08203125
5.359375,0.078125
5.375,0.0546875
5.390625,0.03125
5.40625,0.00390625
5.421875,-0.03515625
5.4375,-0.07421875
5.453125,-0.11328125
5.46875,-0.1640625
5.484375,-0.1875
5.5,-0.2421875
5.515625,-0.28125
5.53125,-0.3203125
5.546875,-0.3515625
5.5625,-0.35546875
5.578125,-0.3515625
5.59375,-0.296875
5.609375,-0.22265625
5.625,-0.125
5.640625,-0.01171875
5.65625,0.1015625
5.671875,0.19921875
5.6875,0.26171875
5.703125,0.30859375
5.71875,0.32421875
5.734375,0.30859375
5.75,0.27734375
5.765625,0.23828125
5.78125,0.1796875
5.796875,0.12890625
5.8125,0.046875
5.828125,-0.03515625
5.84375,-0.14453125
5.859375,-0.24609375
5.875,-0.33984375
5.890625,-0.41015625
5.90625,-0.44921875
5.921875,-0.453125
5.9375,-0.4140625
5.953125,-0.359375
5.96875,-0.30859375
5.984375,-0.23046875
6.0,-0.17578125
6.015625,-0.1328125
6.03125,-0.1015625
6.046875,-0.07421875
6.0625,-0.04296875
6.078125,0.01171875
6.09375,0.05859375
6.109375,0.1328125
6.125,0.2109375
6.140625,0.28515625
6.15625,0.34765625
6.171875,0.375
6.1875,0.375
6.203125,0.32421875
6.21875,0.21875
6.234375,0.08203125
6.25,-0.078125
6.265625,-0.2578125
6.28125,-0.41015625
6.296875,-0.52734375
6.3125,-0.58984375
6.328125,-0.59765625
6.34375,-0.546875
6.359375,-0.44921875
6.375,-0.3203125
